image_series_id,specimen_name,sex,age_at_CAV_injection,age_at_AAV_injection,injection_structures,injection_volume,primary_injection_structure,source,structure_id,target_by_polygon,include,exclusion reason,cortical_projection_view,experiment_detail_page,injection_dmn_fraction,projection_dmn_fraction,distance_coefficient,DMN_coefficient,CAV_percent_DMN,WT_matches,TD_matches,injection_matched_group
475616128,Ai75(T503)-175403,F,58,58,"[44, 48, 814, 972]",0.133703448,44,ILA,44,PL,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/475616128,http://connectivity.brain-map.org/projection/experiment/475616128,,,,,97.07135299,[nan],[nan],[nan]
475616836,Ai75(RCL-nT)-176763,F,54,54,"[104, 119, 583]",0.028488166,104,AIv,119,PL,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/475616836,http://connectivity.brain-map.org/projection/experiment/475616836,0.987364603,0.565523276,-0.004178469,0.011364085,91.44028175,[nan],[nan],[nan]
475617622,Ai75(T503)-181273,F,57,57,"[44, 731, 746]",0.024242432,44,ORBm,731,RSPd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/475617622,http://connectivity.brain-map.org/projection/experiment/475617622,0.996612721,0.841892118,-0.002037871,0.047260057,99.65328966,"[478582494, 126860974]",[nan],[nan]
475733382,Ai75(RCL-nT)-175992,F,58,58,[48],0.030775832,48,ACAv,48,ORBvl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/475733382,http://connectivity.brain-map.org/projection/experiment/475733382,1,0.960935448,-0.002402755,0.029791795,98.37251624,"[286482701, 161458737]","[528511254, 569932566, 623286726]",[nan]
475828414,Ai75(T503)-176840,M,53,53,[886],0.006795305,886,RSPv,886,MOs,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/475828414,http://connectivity.brain-map.org/projection/experiment/475828414,1,0.915411182,-0.002608083,0.001505449,99.65911166,"[100148142, 100140949, 159832064]","[475830603, 561512675, 616674416]",[nan]
475829896,Ai75(RCL-nT)-176762,M,54,54,"[39, 48, 993]",0.055738627,39,ACAd,39,MOp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/475829896,http://connectivity.brain-map.org/projection/experiment/475829896,0.996743224,0.908366342,-0.003207304,0.038284033,100,"[125833030, 139426984, 526783054, 478491090, 478376911, 496576666, 146593590]","[528741104, 571401645, 607059419, 607321130, 609475867]","[139426984, 526783054, 125833030, 478491090, 478376911, 496576666, 475829896, 607059419, 607321130, 528741104, 571401645, 609475867]"
475830603,Ai75(RCL-nT)-181901,M,55,55,"[879, 886]",0.034617895,879,RSPv,886,ACAv,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/475830603,http://connectivity.brain-map.org/projection/experiment/475830603,0.999744877,0.914113259,-0.003412988,0.009542111,97.21578154,"[100148142, 100140949, 159832064, 591535205]","[475828414, 616674416]",[nan]
477435412,Ai75(T503)-185023,F,57,57,"[39, 48, 993]",0.013873579,39,ACAd,39,VISam,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/477435412,http://connectivity.brain-map.org/projection/experiment/477435412,0.999205978,0.943636145,-0.001271757,0.012132023,95.94095343,"[112458114, 583747816, 584194481]","[637855050, 649362978]",[nan]
478678606,Ai75(T503)-186165,M,57,57,"[394, 533, 894, 312782546]",0.002439574,394,VISam,394,RSPagl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/478678606,http://connectivity.brain-map.org/projection/experiment/478678606,0.816453069,0.801770087,-0.000976397,0.004791158,100,"[524667618, 126861679, 100148503, 518742338, 159753308]","[560045081, 561986735, 591168591, 613898292, 651703553]","[126861679, 100148503, 518742338, 524667618, 159753308, 613898292, 651703553, 591168591, 478678606, 561986735, 560045081]"
478877019,Ai75(T503)-186167,M,57,57,"[39, 44, 731, 972]",0.070803344,39,ILA,44,TEa,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/478877019,http://connectivity.brain-map.org/projection/experiment/478877019,1,0.840749795,-0.002110093,0.020114778,0.368397294,[nan],[521954271],[nan]
478995566,Ai75(RCL-nT)-186070,F,56,56,"[104, 119, 583, 672]",0.049778105,104,CLA,583,ENTl,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/478995566,http://connectivity.brain-map.org/projection/experiment/478995566,,,,,0,[nan],[nan],[nan]
479115470,Ai75(T503)-188993,M,58,58,"[723, 746]",0.019577826,723,ORBvl,746,RSPagl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/479115470,http://connectivity.brain-map.org/projection/experiment/479115470,1,0.907486594,-0.001519323,0.044264119,100,"[112423392, 158435116, 480994108, 287769286]","[521955016, 523177830, 526783792, 532005897, 617898760, 617900105]","[112423392, 158435116, 480994108, 287769286, 479115470, 617898760, 617900105]"
483094671,Ai75(RCL-nT)-196555,M,56,56,"[918, 926, 312782628]",0.001135981,918,ENTl,918,ACAd,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/483094671,http://connectivity.brain-map.org/projection/experiment/483094671,,,,,99.85867097,[nan],[nan],[nan]
484612961,Ai75(RCL-nT)-197574,F,56,56,"[541, 895]",0.00187296,541,ECT,895,PL,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/484612961,http://connectivity.brain-map.org/projection/experiment/484612961,0,0.225654432,-0.001431842,-0.008027435,100,[180435652],[528511967],[nan]
485553574,Ai75(RCL-nT)-199825,M,59,59,[385],0.002349125,385,VISp,385,VISl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/485553574,http://connectivity.brain-map.org/projection/experiment/485553574,0,0.168987317,-0.001032936,-0.012076144,0.33397262,"[596253012, 100141219, 309113907, 309372716, 277616630, 307593747, 500836840, 294482052, 266250195, 479755622, 479701339, 536299435, 479983421, 121510421, 479756361, 307557934, 503069254]","[501711996, 501786400, 501787135, 501837158, 502592260, 515920693, 526784559]
 539511058 546389260 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
485929089,Ai75(T503)-201762,M,55,55,"[382, 502, 726, 843, 918, 926, 1084, 484682470]",0.468804246,382,SUB,502,CA1,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/485929089,http://connectivity.brain-map.org/projection/experiment/485929089,,,,,0,[nan],[nan],[nan]
495346667,Ai75(T601)-204065,F,53,53,[385],0.030367226,385,VISp,385,VISl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/495346667,http://connectivity.brain-map.org/projection/experiment/495346667,0,0.037743804,-0.002041729,-0.031734062,0,"[307320960, 307593747, 479755622, 601476074, 307296433, 512315551, 584511827, 100147853, 535692871, 121510421, 503323656, 603479758]","[501711996, 501786400, 565146821]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
495877413,Ai75(T601)-204723,M,54,54,"[385, 533]",0.036151335,385,VISp,385,VISp,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/495877413,http://connectivity.brain-map.org/projection/experiment/495877413,,,,,3.229784606,[nan],[nan],[nan]
496964969,Ai75(T503)-208055,F,56,56,"[181, 1077, 560581559]",0.020816505,181,RE,181,ENTl,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/496964969,http://connectivity.brain-map.org/projection/experiment/496964969,,,,,0,[nan],[nan],[nan]
496965687,Ai75(T503)-208054,F,56,56,"[181, 366, 1077, 560581559]",0.001447002,181,PR,1077,ORBvl,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/496965687,http://connectivity.brain-map.org/projection/experiment/496965687,,,,,91.30900098,[nan],[nan],[nan]
501711996,Ai75(RCL-nT)-207003,F,54,54,[385],0.094308301,385,VISp,385,VISrl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/501711996,http://connectivity.brain-map.org/projection/experiment/501711996,0,0.084515653,-0.003826853,-0.05106558,88.50999007,"[100147853, 479984127, 479983421, 307558646, 309113907, 309372716, 512315551, 100141219, 307137980, 307593747, 266250195, 479755622, 479701339, 535692871, 121510421, 479756361, 503069254, 307557934, 309003780, 500836840]","[485553574, 495346667, 501786400, 501787135, 501837158, 502592260, 515920693]
 539511058 546389260 561918178 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
501785691,Ai75(RCL-nT)-207000,M,54,54,[409],0.013218176,409,VISl,409,VISli,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/501785691,http://connectivity.brain-map.org/projection/experiment/501785691,0,0.052640188,-0.000830093,-0.01360717,0,"[482580380, 114250546, 495562600, 479700629, 479980810, 479673887]","[501883865, 502590301, 502956560, 504176074, 531397136, 552543088, 553080579]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
501786400,Ai75(T601)-207196,F,56,56,[385],0.093047354,385,VISp,385,RSPagl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/501786400,http://connectivity.brain-map.org/projection/experiment/501786400,0.000386926,0.149477199,-0.004564985,-0.050108063,56.78204898,"[272782668, 479983421, 307558646, 309113907, 309372716, 584511827, 100141219, 307557934, 307593747, 500836840, 266250195, 479755622, 479701339, 501115762, 121510421, 479756361, 479984127]","[485553574, 495346667, 501711996, 501787135, 501837158, 502592260, 515920693]
 526784559 546389260 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
501787135,Ai75(T601)-207195,F,55,55,[385],0.011434548,385,VISp,385,RSPagl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/501787135,http://connectivity.brain-map.org/projection/experiment/501787135,0,0.092313215,-0.001839935,-0.025979938,54.02219875,"[307558646, 309113907, 309372716, 100141219, 266250195, 307557934, 307593747, 479755622, 479701339, 536299435, 479983421, 121510421, 479756361, 500836840, 503069254]","[485553574, 501711996, 501786400, 501837158, 502592260, 515920693, 526784559]
 539511058 546389260 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
501837158,Ai75(T601)-208859,F,38,58,[385],0.001035779,385,VISp,385,AUDp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/501837158,http://connectivity.brain-map.org/projection/experiment/501837158,0.000286602,0.076154632,-0.000339431,-0.004957705,4.046436908,"[307593747, 266250195, 479755622, 479756361, 100141219, 479701339, 121510421]","[485553574, 501711996, 501786400, 501787135, 502592260, 515920693, 526784559]
 546389260 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
501883865,Ai75(T601)-209540,F,56,56,"[385, 409]",0.150776802,385,VISl,409,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/501883865,http://connectivity.brain-map.org/projection/experiment/501883865,0,0.175315987,-0.004550226,-0.051679077,25.29294414,"[116903968, 479673887, 307295727, 495562600, 479700629, 562520963, 482580380, 479980810]","[501785691, 502590301, 502955689, 502956560, 504176074, 518013943, 523180728]
 531397136 552543088 560965104 571653937 572388976]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
501923898,Ai75(T601)-210984,M,37,58,[385],0.011038366,385,VISp,385,LGd,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/501923898,http://connectivity.brain-map.org/projection/experiment/501923898,,,,,0.16617074,[nan],[nan],[nan]
502005076,Ai75(T503)-215052,M,54,54,"[843, 926, 1084]",0.023679446,843,ENTm,926,ENTm,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/502005076,http://connectivity.brain-map.org/projection/experiment/502005076,,,,,0,[nan],[nan],[nan]
502590301,Ai75(T601)-214405,F,56,56,[409],0.032549169,409,VISl,409,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/502590301,http://connectivity.brain-map.org/projection/experiment/502590301,0,0.11519408,-0.002109875,-0.026400643,2.045968324,"[482580380, 114250546, 495562600, 479700629, 479980810, 479673887]","[501785691, 501883865, 502955689, 502956560, 504176074, 531397136, 552543088]
 553080579]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
502592260,Ai75(T601)-207198,F,41,55,[385],0.003795706,385,VISp,385,ACAv,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/502592260,http://connectivity.brain-map.org/projection/experiment/502592260,0.022372951,0.221251748,-0.001230401,-0.012472073,100,"[307558646, 309113907, 309372716, 100141219, 266250195, 304586645, 307557934, 277616630, 307593747, 500836840, 530574594, 479755622, 479701339, 596253012, 536299435, 479983421, 121510421, 479756361, 503069254, 294482052, 501004474]","[485553574, 501711996, 501786400, 501787135, 501837158, 515920693, 526784559]
 539511058 546389260 561918178 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
502955689,Ai75(T601)-214407,M,56,56,"[385, 409]",0.117393436,385,VISl,409,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/502955689,http://connectivity.brain-map.org/projection/experiment/502955689,0,0.18092516,-0.003898053,-0.041134299,0,"[479700629, 562520963, 479673887, 479980810, 307295727, 146858755, 116903968, 495562600, 482580380]","[501883865, 502590301, 504176074, 518013943, 523180728, 531397136, 560965104]
 571653937 572388976]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
502956560,Ai75(T601)-214408,M,56,56,"[385, 409]",0.018613443,385,VISl,409,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/502956560,http://connectivity.brain-map.org/projection/experiment/502956560,0,0.065492234,-0.001380495,-0.020889249,0,"[479673887, 482580380, 307295727, 114250546, 495562600, 479700629, 479980810]","[501785691, 501883865, 502590301, 504176074, 531397136, 552543088, 553080579]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
504176074,Ai75(T601)-214409,M,56,56,"[385, 409]",0.139953614,385,VISl,409,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/504176074,http://connectivity.brain-map.org/projection/experiment/504176074,0,0.140138439,-0.003383601,-0.042509617,0,"[482580380, 307295727, 114250546, 495562600, 479700629, 479673887, 479980810]","[501785691, 501883865, 502590301, 502955689, 502956560, 518013943, 531397136]
 552543088 553080579 560965104]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
515920693,Ai75(RCL-nT)-237409,M,58,58,[385],0.002207518,385,VISp,385,VISl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/515920693,http://connectivity.brain-map.org/projection/experiment/515920693,0,0.115463146,-0.001006681,-0.013985401,0,"[307137980, 307558646, 309113907, 100141219, 479756361, 307557934, 307593747, 500836840, 266250195, 479755622, 479701339, 536299435, 479983421, 121510421, 503069254]","[485553574, 501711996, 501786400, 501787135, 501837158, 502592260, 526784559]
 539511058 546389260 561918178 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
518012479,Ai75(T601)-238857,M,59,59,"[385, 409]",0.002538149,385,VISl,409,VISp,yes,many false positives in cortex,http://connectivity.brain-map.org/projection/experiment/cortical_map/518012479,http://connectivity.brain-map.org/projection/experiment/518012479,0,0.161022799,-0.001968852,-0.024017038,0,"[116903968, 482580380, 495562600, 479700629, 479673887, 479980810]",[nan],[nan]
518013943,Ai75(T601)-238859,M,58,58,"[385, 409]",0.001331623,385,VISl,409,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/518013943,http://connectivity.brain-map.org/projection/experiment/518013943,0,0.176444408,-0.00127796,-0.012641573,0,"[307295727, 482580380]","[501883865, 502955689, 504176074, 523180728, 560965104, 571653937]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
518605181,Ai75(T503)-219560,M,55,55,"[879, 886]",0.021380172,879,RSPd,879,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/518605181,http://connectivity.brain-map.org/projection/experiment/518605181,0.999993713,0.541763273,-0.004226105,-0.040922311,0,"[112424813, 584895127]",[529129011],"[112424813, 584895127, 529129011, 518605181]"
520615681,Ai75(T503)-212030,F,58,58,"[44, 731, 746, 972, 993]",0.020777372,44,ORBvl,746,SSp-tr,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/520615681,http://connectivity.brain-map.org/projection/experiment/520615681,1,0.894439447,-0.002810959,0.046636787,100,[167902586],"[521955016, 523177830, 526783792, 532005897, 617898760]",[nan]
521255975,Ai75(T503)-215057,M,55,55,"[886, 1037]",0.005848158,886,RSPv,886,ACAd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/521255975,http://connectivity.brain-map.org/projection/experiment/521255975,0.053659888,0.600392113,-0.001615995,0.004499294,100,[112595376],"[561511939, 569904687, 592522663, 592724077, 623838656, 664716091, 666090944]
 868641659]","[112595376, 521255975, 592522663, 623838656, 664716091, 569904687, 868641659, 592724077, 666090944]"
521617657,Ai75(T503)-223832,F,58,58,"[541, 895, 1002, 1018]",0.019861316,541,TEa,541,AUDp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/521617657,http://connectivity.brain-map.org/projection/experiment/521617657,0,0.144449527,-0.003848527,-0.041175559,25.58482801,[nan],[nan],[nan]
521954271,Ai75(T601)-201483,M,58,58,"[44, 48, 972]",0.011818959,44,ILA,44,TEa,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/521954271,http://connectivity.brain-map.org/projection/experiment/521954271,1,0.834324009,-0.001587041,0.007655835,0,[nan],[478877019],[nan]
521955016,Ai75(T601)-205805,M,55,55,"[731, 746]",0.002767458,731,ORBvl,746,VISam,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/521955016,http://connectivity.brain-map.org/projection/experiment/521955016,1,0.95034187,-0.00049309,0.008416672,99.87508417,"[287769286, 167902586, 480994108]","[479115470, 520615681, 523177830, 526783792, 532005897, 617898760]",[nan]
522274859,Ai75(T503)-225332,F,58,58,"[918, 926, 312782628]",0.002967214,918,ENTl,918,AId,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/522274859,http://connectivity.brain-map.org/projection/experiment/522274859,,,,,88.82190653,[nan],[nan],[nan]
523177830,Ai75(T503)-222610,M,58,58,"[731, 746]",0.008022606,731,ORBvl,746,AId,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/523177830,http://connectivity.brain-map.org/projection/experiment/523177830,1,0.909429742,-0.001367504,0.017109921,80.36405844,"[112423392, 287769286, 480994108, 167902586, 158435116]","[479115470, 520615681, 521955016, 526783792, 532005897, 617898760]",[nan]
523180728,Ai75(T601)-245416,M,56,56,"[385, 409]",0.039337332,385,VISl,409,VISpor,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/523180728,http://connectivity.brain-map.org/projection/experiment/523180728,0,0.252667379,-0.004078977,-0.029549569,2.952858475,"[146858755, 307295727, 116903968, 479700629, 562520963, 479673887, 479980810, 482580380]","[501883865, 502955689, 518013943, 560965104, 571653937, 572388976]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
523457583,Ai75(T503)-207705,M,53,53,"[39, 731, 746, 972, 993]",0.007845059,39,ORBvl,746,PL,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/523457583,http://connectivity.brain-map.org/projection/experiment/523457583,,,,,100,[nan],[nan],[nan]
523481517,Ai75(T503)-206671,F,53,53,"[39, 48, 972]",0.056956052,39,PL,972,PL,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/523481517,http://connectivity.brain-map.org/projection/experiment/523481517,,,,,99.25037653,[nan],[nan],[nan]
523704892,Ai75(T503)-208052,F,56,56,"[918, 926]",0.001991416,918,ENTl,918,RSPv,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/523704892,http://connectivity.brain-map.org/projection/experiment/523704892,,,,,13.62369597,[nan],[nan],[nan]
524063357,Ai75(T503)-211019,M,56,56,[886],0.016870631,886,RSPv,886,ENTm,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/524063357,http://connectivity.brain-map.org/projection/experiment/524063357,,,,,0,[nan],[nan],[nan]
524266253,Ai75(T503)-212185,M,56,56,[362],0.033241688,362,MD,362,PL,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/524266253,http://connectivity.brain-map.org/projection/experiment/524266253,,,,,94.5579464,[nan],[nan],[nan]
524267323,Ai75(T503)-211509,F,57,57,"[731, 746]",0.039071424,731,ORBm,731,AId,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/524267323,http://connectivity.brain-map.org/projection/experiment/524267323,0.905538738,0.76667968,-0.002945051,0.014799811,88.13291633,"[126860974, 478582494]",[nan],[nan]
525412369,Ai75(T503)-218116,F,58,58,"[879, 886]",0.003195755,879,RSPv,886,VISrl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/525412369,http://connectivity.brain-map.org/projection/experiment/525412369,1,0.756542337,-0.000919238,-0.002087997,57.02125222,[591535205],[nan],[nan]
525413115,Ai75(T503)-223829,M,58,58,"[895, 918, 922, 952]",0.001018406,895,ENTl,918,VISp,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/525413115,http://connectivity.brain-map.org/projection/experiment/525413115,,,,,0,[nan],[nan],[nan]
526515319,Ai75(T601)-248506,F,40,54,[385],0.083915038,385,VISp,385,VISrl,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/526515319,http://connectivity.brain-map.org/projection/experiment/526515319,,,,,64.58118075,[nan],[nan],[nan]
