image_series_id,specimen_name,sex,age_at_CAV_injection,age_at_AAV_injection,injection_structures,injection_volume,primary_injection_structure,source,structure_id,target_by_polygon,include,exclusion reason,cortical_projection_view,experiment_detail_page,injection_dmn_fraction,projection_dmn_fraction,distance_coefficient,DMN_coefficient,CAV_percent_DMN,WT_matches,TD_matches,injection_matched_group
526783792,Ai75(T503)-201890,F,57,57,"[44, 731, 746, 972]",0.027232267,44,ORBvl,746,ACAv,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/526783792,http://connectivity.brain-map.org/projection/experiment/526783792,1,0.903011488,-0.002304808,0.036459538,100,"[287769286, 480994108, 167902586]","[479115470, 520615681, 521955016, 523177830, 532005897, 617898760]",[nan]
526784559,Ai75(T601)-248508,M,41,55,[385],0.000780644,385,VISp,385,VISam,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/526784559,http://connectivity.brain-map.org/projection/experiment/526784559,0,0.158255297,-0.00054425,-0.007116643,82.36598929,"[277616630, 100141219, 479983421, 266250195, 307593747, 479701339, 479756361]","[485553574, 501786400, 501787135, 501837158, 502592260, 515920693, 546389260]
 563352720 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
527390805,Ai75(T601)-205804,M,55,55,"[425, 926]",0.000616142,425,ENTm,926,VISrl,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/527390805,http://connectivity.brain-map.org/projection/experiment/527390805,,,,,99.43831471,[nan],[nan],[nan]
527393013,Ai75(T503)-209111,F,56,56,"[918, 926]",0.113482334,918,ENTm,926,ECT,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/527393013,http://connectivity.brain-map.org/projection/experiment/527393013,,,,,0,[nan],[nan],[nan]
527711024,Ai75(T503)-211018,M,56,56,"[44, 972]",0.145535037,44,PL,972,ACAd,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/527711024,http://connectivity.brain-map.org/projection/experiment/527711024,,,,,99.99964256,[nan],[nan],[nan]
527713163,Ai75(T503)-211511,F,56,56,"[44, 731, 972]",0.007659798,44,ILA,44,ENTl,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/527713163,http://connectivity.brain-map.org/projection/experiment/527713163,,,,,0,[nan],[nan],[nan]
527713883,Ai75(T503)-211512,F,56,56,"[44, 48, 814, 972]",0.003145133,44,ILA,44,ENTm,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/527713883,http://connectivity.brain-map.org/projection/experiment/527713883,,,,,0,[nan],[nan],[nan]
528328648,Ai75(T503)-208051,M,56,56,"[918, 926]",0.002074558,918,ENTl,918,ECT,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/528328648,http://connectivity.brain-map.org/projection/experiment/528328648,,,,,0,[nan],[nan],[nan]
528511254,Ai75(T503)-225333,M,58,58,"[39, 48]",0.024579353,39,ACAv,48,PL,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/528511254,http://connectivity.brain-map.org/projection/experiment/528511254,1,0.973325995,-0.003194888,0.039291756,95.98229305,"[286482701, 161458737, 112514202]","[475733382, 569932566, 623286726]",[nan]
528511967,Ai75(T503)-225335,M,58,58,"[541, 895, 918, 922, 1018]",0.003599421,541,ECT,895,PL,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/528511967,http://connectivity.brain-map.org/projection/experiment/528511967,0,0.193361277,-0.001286212,-0.011336026,100,[180435652],[484612961],[nan]
528512680,Ai75(T503)-227850,M,56,56,"[425, 918, 926, 312782628]",0.003426625,425,ENTm,926,DG,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/528512680,http://connectivity.brain-map.org/projection/experiment/528512680,,,,,0,[nan],[nan],[nan]
528732005,Ai75(T503)-227855,M,56,56,"[181, 1077, 560581559]",0.003311686,181,RE,181,ORBvl,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/528732005,http://connectivity.brain-map.org/projection/experiment/528732005,,,,,90.927956,[nan],[nan],[nan]
528741104,Ai75(T503)-231220,M,59,59,"[39, 48, 993]",0.014476456,39,ACAd,39,RSPv,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/528741104,http://connectivity.brain-map.org/projection/experiment/528741104,1,0.940666452,-0.002522599,0.035570102,99.86822067,"[478376911, 139426984, 584194481, 526783054, 125833030, 496576666, 478491090]","[475829896, 571401645, 607321130, 609475867]","[139426984, 526783054, 125833030, 478491090, 478376911, 496576666, 475829896, 607059419, 607321130, 528741104, 571401645, 609475867]"
528964707,Ai75(T601)-251855,F,39,58,[385],0.001640992,385,VISp,385,LP,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/528964707,http://connectivity.brain-map.org/projection/experiment/528964707,,,,,2.61642881,[nan],[nan],[nan]
529129011,Ai75(T503)-248580,F,61,61,"[879, 886]",0.006636997,879,RSPd,879,MOs,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/529129011,http://connectivity.brain-map.org/projection/experiment/529129011,0.995841031,0.788320169,-0.001491445,-0.001340178,98.36497069,[112424813],[518605181],"[112424813, 584895127, 529129011, 518605181]"
529428776,Ai75(T503)-231795,F,55,55,"[541, 895, 1018]",0.000979608,541,TEa,541,AId,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/529428776,http://connectivity.brain-map.org/projection/experiment/529428776,0,0.301393525,-0.000904425,-0.003483888,95.17517131,[nan],[nan],[nan]
529435133,Ai75(T503)-231225,F,59,59,"[44, 48, 814, 972]",0.001530443,44,ILA,44,PL,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/529435133,http://connectivity.brain-map.org/projection/experiment/529435133,1,0.95157546,-0.000547936,0.00284929,99.31425157,[286313491],[nan],[nan]
530000865,Ai75(T503)-231799,M,55,55,"[502, 926]",0.0088172,502,ENTm,926,DG,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/530000865,http://connectivity.brain-map.org/projection/experiment/530000865,,,,,0,[nan],[nan],[nan]
531233132,Ai75(T503)-248576,M,60,60,"[918, 926]",0.004435654,918,ENTm,926,PL,no,subcortical source,http://connectivity.brain-map.org/projection/experiment/cortical_map/531233132,http://connectivity.brain-map.org/projection/experiment/531233132,,,,,99.55145358,[nan],[nan],[nan]
531397136,Ai75(RCL-nT)-254610,F,58,58,[409],0.007766423,409,VISl,409,VISa,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/531397136,http://connectivity.brain-map.org/projection/experiment/531397136,0,0.105549094,-0.0019755,-0.026538107,89.5205927,"[482580380, 114250546, 495562600, 479700629, 479673887, 479980810]","[501785691, 501883865, 502590301, 502955689, 502956560, 504176074, 552543088]
 553080579 560965104]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
531443949,Ai75(RCL-nT)-254608,F,58,58,"[533, 879, 886, 894]",0.017279937,533,RSPv,886,VISpor,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/531443949,http://connectivity.brain-map.org/projection/experiment/531443949,0.435968326,0.333375003,-0.003868334,-0.035136404,0,[496113850],[nan],[nan]
532005897,Ai75(T503)-254751,F,57,57,"[731, 746]",0.005349279,731,ORBvl,746,VISam,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/532005897,http://connectivity.brain-map.org/projection/experiment/532005897,1,0.829696388,-0.000253165,0.006163956,100,"[287769286, 158435116, 480994108, 167902586]","[479115470, 520615681, 521955016, 523177830, 526783792, 617898760]",[nan]
536920234,Ai75(RCL-nT)-254615,M,59,59,"[879, 886, 894]",0.139600079,879,RSPd,879,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/536920234,http://connectivity.brain-map.org/projection/experiment/536920234,0.996348335,0.572085765,-0.006647345,-0.063981482,0,[562521707],[nan],[nan]
539323512,Ai75(T601)-256357,F,58,58,"[385, 417]",0.001631038,385,VISp,385,SSp-bfd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/539323512,http://connectivity.brain-map.org/projection/experiment/539323512,0.186108977,0.332076634,-0.000728361,-0.004319695,2.586009325,"[277712166, 277714322, 309372716, 113887162, 304586645, 294482052, 530574594, 596253012]",[563205064],[nan]
539511058,Ai75(T601)-256355,F,41,57,[385],0.00072969,385,VISp,385,VISpor,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/539511058,http://connectivity.brain-map.org/projection/experiment/539511058,0,0.067619861,-0.000615607,-0.010135102,0,"[100141219, 266250195, 307557934, 307593747, 500836840, 479755622, 596253012, 479983421, 121510421, 479756361, 536299435, 503069254]","[485553574, 501711996, 501787135, 502592260, 515920693, 546389260, 561918178]
 563352720]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
539514325,Ai75(T601)-256769,M,40,55,"[385, 425, 894, 1037]",0.019161168,385,VISp,385,VISp,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/539514325,http://connectivity.brain-map.org/projection/experiment/539514325,,,,,32.54053991,[nan],[nan],[nan]
543297033,Ai75(T601)-260737,F,59,59,"[385, 409]",0.006322057,385,VISp,385,VISpm,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/543297033,http://connectivity.brain-map.org/projection/experiment/543297033,0,0.107768966,-0.001267754,-0.019363742,88.85854934,"[307297141, 309003780, 307321674, 309004492, 307743253, 307137980, 530555292, 479981981, 479982715]",[nan],[nan]
544454674,Ai75(T601)-261687,F,58,58,"[402, 409, 417]",0.024055866,402,VISal,402,AUDp,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/544454674,http://connectivity.brain-map.org/projection/experiment/544454674,,,,,19.22762779,[nan],[nan],[nan]
545799841,Ai75(T601)-264677,M,40,57,[385],0.004238552,385,VISp,385,LD,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/545799841,http://connectivity.brain-map.org/projection/experiment/545799841,,,,,0,[nan],[nan],[nan]
546389260,Ai75(T601)-266061,F,59,59,[385],0.09366351,385,VISp,385,VISal,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/546389260,http://connectivity.brain-map.org/projection/experiment/546389260,0.001333496,0.158982715,-0.005064938,-0.048301003,5.319608451,"[479984127, 307558646, 309113907, 309372716, 100141219, 266250195, 304586645, 307557934, 309003780, 307137980, 307593747, 500836840, 294482052, 479755622, 479701339, 536299435, 479983421, 121510421, 479756361, 596253012, 503069254]","[485553574, 501711996, 501786400, 501787135, 501837158, 502592260, 515920693]
 526784559 539511058 561918178 563352720 565146821 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
552543088,Ai75(T503)-270652,F,59,59,"[385, 409, 425, 312782574, 312782628]",0.006922854,385,VISl,409,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/552543088,http://connectivity.brain-map.org/projection/experiment/552543088,0,0.127413185,-0.00258489,-0.032642357,23.43400426,"[482580380, 114250546, 495562600, 479700629, 479980810, 479673887]","[501785691, 501883865, 502590301, 502956560, 504176074, 531397136, 553080579]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
553080579,Ai75(T503)-270657,M,59,59,"[385, 409, 425, 312782574, 312782628]",0.004090839,385,VISl,409,RSPv,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/553080579,http://connectivity.brain-map.org/projection/experiment/553080579,0,0.151395767,-0.001159974,-0.012477031,65.3237432,"[482580380, 114250546, 495562600, 479980810, 479673887]","[501785691, 502590301, 502956560, 504176074, 531397136, 552543088]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
555012592,Ai75(T503)-271670,M,58,58,"[879, 886]",0.011666167,879,RSPv,886,ACAd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/555012592,http://connectivity.brain-map.org/projection/experiment/555012592,1,0.875806893,-0.002836024,0.011744824,100,"[501484658, 592540591, 166054929]","[570071403, 571647261]",[nan]
560029094,Ai75(T601)-278881,M,58,58,"[541, 312782574, 312782628]",0.015960015,541,VISli,312782574,VISpm,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/560029094,http://connectivity.brain-map.org/projection/experiment/560029094,0,0.138899219,-0.002968922,-0.040242848,77.71078148,[112373830],[nan],[nan]
560045081,Ai75(T601)-278876,F,58,58,"[394, 312782546]",0.073570472,394,VISam,394,VISl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/560045081,http://connectivity.brain-map.org/projection/experiment/560045081,0.915710237,0.703979592,-0.006372036,0.033147196,0,"[126861679, 100148503, 518742338, 524667618, 159753308]","[478678606, 561986735, 591168591, 613898292, 651703553]","[126861679, 100148503, 518742338, 524667618, 159753308, 613898292, 651703553, 591168591, 478678606, 561986735, 560045081]"
560965104,Ai75(T601)-281428,M,56,56,"[385, 409]",0.032904926,385,VISl,409,VISa,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/560965104,http://connectivity.brain-map.org/projection/experiment/560965104,0,0.179378173,-0.002420384,-0.02668236,88.44471463,"[146858755, 307295727, 479980810, 116903968, 495562600, 479700629, 562520963, 479673887, 482580380]","[501883865, 502955689, 504176074, 518013943, 523180728, 531397136, 571653937]
 572388976]","[482580380, 571653937, 553080579, 531397136, 560965104, 501785691, 518013943, 502590301, 502955689, 552543088, 502956560, 504176074, 501883865, 572388976, 523180728]"
561307215,Ai75(T601)-281429,M,56,56,"[879, 886, 894]",0.027181153,879,RSPv,886,VISpor,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/561307215,http://connectivity.brain-map.org/projection/experiment/561307215,1,0.542258904,-0.003971575,-0.035398107,0,[nan],"[569904687, 664716091, 666090944]",[nan]
561506791,Ai75(T601)-281430,M,59,59,"[394, 533]",0.060029714,394,VISpm,533,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/561506791,http://connectivity.brain-map.org/projection/experiment/561506791,0.783560481,0.575038406,-0.006221194,-0.003950492,0,[502074651],[605093074],[nan]
561511939,Ai75(T601)-276538,M,55,55,[886],0.005104231,886,RSPv,886,ACAd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/561511939,http://connectivity.brain-map.org/projection/experiment/561511939,0.399288138,0.708294384,-0.002408503,0.006871977,100,"[501484658, 112595376]","[521255975, 592522663]",[nan]
561512675,Ai75(T601)-276734,F,56,56,"[879, 886]",0.006055418,879,RSPv,886,SSp-tr,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/561512675,http://connectivity.brain-map.org/projection/experiment/561512675,0.978799912,0.934910115,-0.003142005,0.001988778,97.57896059,"[100140949, 100148142, 159832064]","[475828414, 616674416]",[nan]
561910766,Ai75(T601)-276541,F,55,55,"[879, 886]",0.002867473,879,RSPv,886,ENTm,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/561910766,http://connectivity.brain-map.org/projection/experiment/561910766,,,,,0,[nan],[nan],[nan]
561918178,Ai75(T601)-284174,M,58,58,[385],0.063352198,385,VISp,385,VISl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/561918178,http://connectivity.brain-map.org/projection/experiment/561918178,0,0.137747961,-0.002475552,-0.027317687,0,"[100147853, 100141219, 121510421, 307321674, 307558646, 309113907, 309372716, 512315551, 309003780, 266250195, 307297141, 304586645, 307743253, 307557934, 307137980, 307593747, 500836840, 530574594, 479755622, 536299435, 479983421, 503069254, 307320960]","[501711996, 502592260, 515920693, 539511058, 546389260, 563352720, 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
561918904,Ai75(T601)-284175,M,56,56,"[385, 409]",0.047368496,385,VISp,385,VISp,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/561918904,http://connectivity.brain-map.org/projection/experiment/561918904,,,,,35.66569999,[nan],[nan],[nan]
561986735,Ai75(T601)-284179,F,58,58,"[394, 312782546]",0.048784601,394,VISam,394,RSPd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/561986735,http://connectivity.brain-map.org/projection/experiment/561986735,0.86219215,0.717336632,-0.004983148,0.015965799,98.31839683,"[524667618, 126861679, 100148503, 518742338, 159753308]","[478678606, 560045081, 591168591, 613898292, 651703553]","[126861679, 100148503, 518742338, 524667618, 159753308, 613898292, 651703553, 591168591, 478678606, 561986735, 560045081]"
563205064,Ai75(T601)-284206,F,58,58,[385],0.041197392,385,VISp,385,VISal,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/563205064,http://connectivity.brain-map.org/projection/experiment/563205064,0.030611502,0.28762363,-0.002130776,-0.010988664,3.032799307,"[277616630, 307137980, 307593747, 100141219, 500836840, 266250195, 307558646, 309113907, 309372716, 304586645, 277712166, 277714322, 530574594, 536299435, 113887162, 307557934, 294482052, 596253012, 479983421, 503069254]",[539323512],[nan]
563352720,Ai75(T601)-286685,F,42,56,[385],0.004823735,385,VISp,385,RSPv,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/563352720,http://connectivity.brain-map.org/projection/experiment/563352720,0,0.23150395,-0.00107092,-0.010654805,62.69728223,"[307558646, 309113907, 309372716, 100141219, 266250195, 304586645, 307557934, 307593747, 294482052, 530574594, 479755622, 479701339, 596253012, 536299435, 479983421, 121510421, 479756361, 503069254, 500836840]","[485553574, 501711996, 501786400, 501787135, 501837158, 502592260, 515920693]
 526784559 539511058 546389260 561918178]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
563731437,Ai75(T601)-286686,F,40,56,[385],0.012798228,385,VISp,385,RSPv,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/563731437,http://connectivity.brain-map.org/projection/experiment/563731437,,,,,9.763920322,[nan],[nan],[nan]
565146821,Ai75(T601)-288214,F,39,54,[385],0.049445047,385,VISp,385,VISpor,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/565146821,http://connectivity.brain-map.org/projection/experiment/565146821,0,0.108652019,-0.002953203,-0.034289973,0,"[100141219, 272782668, 479984127, 479983421, 307558646, 512315551, 307593747, 500836840, 266250195, 479755622, 479701339, 535692871, 501115762, 121510421, 503323656, 479756361, 307557934]","[485553574, 495346667, 501711996, 501786400, 501787135, 501837158, 502592260]
 515920693 546389260 574637452]","[307593747, 100141219, 266250195, 479755622, 121510421, 502592260, 501837158, 501786400, 501787135, 563352720, 546389260, 526784559, 495346667, 485553574, 515920693, 561918178, 539511058, 565146821, 574637452, 501711996]"
567301515,Ai75(T503)-284534,M,55,55,"[39, 48, 993]",0.009039791,39,ACAd,39,POST,no,subcortical target,http://connectivity.brain-map.org/projection/experiment/cortical_map/567301515,http://connectivity.brain-map.org/projection/experiment/567301515,,,,,0,[nan],[nan],[nan]
567723369,Ai75(T601)-289796,M,40,58,"[385, 409]",0.071611785,385,VISl,409,VISl,no,source/target overlap,http://connectivity.brain-map.org/projection/experiment/cortical_map/567723369,http://connectivity.brain-map.org/projection/experiment/567723369,,,,,3.669837206,[nan],[nan],[nan]
568502684,Ai75(T503)-284535,M,55,55,"[425, 918, 926, 312782628]",0.005689934,425,VISpl,425,VISp,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/568502684,http://connectivity.brain-map.org/projection/experiment/568502684,0,0.18956239,-0.001094194,-0.00960937,0.046525346,[nan],[nan],[nan]
569623967,Ai75(T503)-281794,F,57,57,"[541, 312782574, 312782628]",0.011529261,541,TEa,541,ACAd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/569623967,http://connectivity.brain-map.org/projection/experiment/569623967,0,0.2286281,-0.002000275,-0.014941337,97.02619302,[nan],[nan],[nan]
569904687,Ai75(T503)-291434,F,55,55,"[879, 886]",0.033391944,879,RSPv,886,VISl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/569904687,http://connectivity.brain-map.org/projection/experiment/569904687,0.761260989,0.511667426,-0.003240984,-0.027740944,0,[112595376],"[521255975, 561307215, 664716091, 666090944, 868641659]","[112595376, 521255975, 592522663, 623838656, 664716091, 569904687, 868641659, 592724077, 666090944]"
569932566,Ai75(T503)-278703,F,55,55,"[39, 48, 972]",0.044734457,39,ACAv,48,PL,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/569932566,http://connectivity.brain-map.org/projection/experiment/569932566,1,0.973582117,-0.002562742,0.035887252,99.85545292,"[286482701, 161458737]","[475733382, 528511254, 623286726]",[nan]
569993539,Ai75(T503)-278704,F,55,55,[993],0.031444567,993,MOs,993,SSp-bfd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/569993539,http://connectivity.brain-map.org/projection/experiment/569993539,1,0.767765558,-0.002306417,0.004170534,0,[168162771],[657424207],[nan]
570071403,Ai75(T503)-291431,M,58,58,"[879, 886]",0.0028774,879,RSPv,886,ACAd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/570071403,http://connectivity.brain-map.org/projection/experiment/570071403,1,0.872068841,-0.000964096,0.003846927,100,"[501484658, 592540591, 166054929]","[555012592, 571647261]",[nan]
570461017,Ai75(T503)-277848,M,57,57,"[337, 361]",0.006715248,337,SSp-ll,337,MOs,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/570461017,http://connectivity.brain-map.org/projection/experiment/570461017,0.999648737,0.94041243,-0.00123939,0.009640303,99.51904833,"[272698650, 297652799]",[nan],[nan]
571401645,Ai75(T503)-277091,F,59,59,"[39, 48]",0.031636458,39,ACAd,39,RSPv,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/571401645,http://connectivity.brain-map.org/projection/experiment/571401645,1,0.928676495,-0.003406203,0.03215362,97.53831516,"[139426984, 584194481, 526783054, 125833030, 478491090, 478376911, 496576666]","[475829896, 528741104, 607059419, 607321130, 609475867]","[139426984, 526783054, 125833030, 478491090, 478376911, 496576666, 475829896, 607059419, 607321130, 528741104, 571401645, 609475867]"
571410278,Ai75(T503)-281356,M,57,57,"[409, 425, 312782574, 312782628]",0.021587425,409,VISpor,425,VISrl,yes,source changed from VISpl to VISpor,http://connectivity.brain-map.org/projection/experiment/cortical_map/571410278,http://connectivity.brain-map.org/projection/experiment/571410278,0,0.137582557,-0.002907851,-0.031536045,58.15505997,"[590988082, 166083557, 554334685]",[nan],[nan]
571647261,Ai75(T503)-281795,F,55,55,"[879, 886]",0.024159335,879,RSPv,886,ACAd,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/571647261,http://connectivity.brain-map.org/projection/experiment/571647261,1,0.835766732,-0.00357852,0.009696537,89.96884536,"[592540591, 166054929, 501484658]","[555012592, 570071403]",[nan]
571652998,Ai75(T503)-277089,F,59,59,"[39, 993]",0.04689546,39,MOs,993,VISrl,yes,,http://connectivity.brain-map.org/projection/experiment/cortical_map/571652998,http://connectivity.brain-map.org/projection/experiment/571652998,0.997847137,0.846891495,-0.00380724,0.042237311,90.99178004,[180916954],[573977678],[nan]
