image_series_id,spearman_correlation,exp_predicted,low_pred_band,CAV_percent_DMN,number of comparisons,source,injection_size,fraction_low_corr,mean_overlap,target_by_polygon,low_corr_experiment
475617622,0.8603630879999999,0.8032178782463213,0.6838049423749722,99.65328966,2,ORBm,0.024242431000000002,0.0,0.4975140995,RSPd,
475733382,0.8141053905,0.821630318174216,0.7147621136270912,98.37251624,2,ACAv,0.030775832000000003,0.0,0.4670543855,ORBvl,
475828414,0.818330662,0.7547192188402833,0.6458548683259007,99.65911166,3,RSPv,0.006795305,0.0,0.335356698,MOs,
475829896,0.7994858567142856,0.8604180449832974,0.7301273735368519,100.0,7,ACAd,0.055738627,0.0,0.6184138614285715,MOp,
475830603,0.7801496164999999,0.8285323697982352,0.6995964972694504,97.21578154,4,RSPv,0.034617895,0.0,0.47722111375,ACAv,
477435412,0.7900212416666665,0.7891380817189315,0.6606158805771764,95.94095343,3,ACAd,0.013873578999999999,0.0,0.5498411663333334,VISam,
478678606,0.727320271,0.7461055739200273,0.6381069377748139,100.0,5,VISam,0.002439574,0.0,0.39581018700000004,RSPagl,
479115470,0.76885948225,0.8144050933012497,0.6972062298559509,100.0,4,ORBvl,0.019577826,0.0,0.78237793025,RSPagl,
484612961,0.636846735,0.7292099372843528,0.6233885924068563,100.0,1,ECT,0.00187296,0.0,0.073516478,PL,
485553574,0.7536277910000001,0.7316854044678386,0.6131880256025617,0.33397262,17,VISp,0.002349125,0.0,0.1661515,VISl,
495346667,0.7675290210833333,0.8058643375520266,0.6841216721297819,0.0,12,VISp,0.030367226,0.0,0.22187782666666664,VISl,
501711996,0.7430536270999999,0.8623648707307832,0.7400112247375112,88.50999006999997,20,VISp,0.094308301,0.55,0.28411134904999996,VISrl,True
501785691,0.7169805258333333,0.7803692469944191,0.6643297867801344,0.0,6,VISl,0.013218176000000002,0.3333333333333333,0.4302844335,VISli,
501786400,0.7844845577647057,0.8618006603017737,0.7362344630455943,56.782048980000006,17,VISp,0.093047354,0.35294117647058826,0.28805517964705885,RSPagl,
501787135,0.7576376064666666,0.765091138685272,0.6419777735560026,54.02219875000002,15,VISp,0.011434548000000001,0.0,0.23443198546666671,RSPagl,
501837158,0.6238496737142858,0.7279360790073951,0.6163763418410451,4.046436908,7,VISp,0.001035779,0.5714285714285714,0.11511830185714286,AUDp,True
501883865,0.800394327375,0.8809980189982844,0.7583160089436441,25.29294414,8,VISl,0.150776802,0.25,0.41166311349999996,VISp,
502590301,0.7935256896666667,0.8294785683922852,0.709819813497097,2.045968324,6,VISl,0.032549168999999996,0.0,0.5411996836666667,VISp,
502592260,0.794661484952381,0.739663517883651,0.6193267955201133,100.0,21,VISp,0.003795706,0.0,0.2247555275238095,ACAv,
502955689,0.8097220285555555,0.8737698077744699,0.7570697064539235,0.0,9,VISl,0.11739343599999999,0.1111111111111111,0.3561183784444444,VISp,
502956560,0.7352579368571429,0.7801934614958518,0.6645236327485391,0.0,7,VISl,0.018613443,0.14285714285714285,0.19791026871428574,VISp,
504176074,0.7674720827142857,0.8865325132795915,0.769187918228479,0.0,7,VISl,0.139953614,0.7142857142857143,0.5354860151428571,VISp,True
515920693,0.6639213245333335,0.7326501762830889,0.6161026219749021,0.0,15,VISp,0.002207518,0.2,0.16167826146666667,VISl,
518012479,0.7379659151666668,0.7356851884091756,0.6180755140579153,0.0,6,VISl,0.002538149,0.0,0.1853645511666667,VISp,
518013943,0.801512303,0.729129985035446,0.6225468562846779,0.0,2,VISl,0.0013316229999999999,0.0,0.0638706295,VISp,
518605181,0.883995183,0.7931446132508936,0.6868125416899616,0.0,2,RSPd,0.021380172000000003,0.0,0.269480981,VISp,
520615681,0.8607787459999999,0.8056341437290302,0.6995897155022254,100.0,1,ORBvl,0.020777372,0.0,0.542553764,SSp-tr,
521255975,0.815789662,0.7571905896026777,0.6512386423659312,100.0,1,RSPv,0.005848158000000001,0.0,0.449955224,ACAd,
521955016,0.6563532076666667,0.7318935906179771,0.6178099175684262,99.87508417,3,ORBvl,0.002767458,0.0,0.14760232866666667,VISam,
523177830,0.6870786823999999,0.7489841523073505,0.635400306590026,80.36405844,5,ORBvl,0.008022606,0.2,0.1955504538,AId,
523180728,0.8957376436250001,0.8241649734724456,0.7071543546530005,2.9528584749999998,8,VISl,0.039337332,0.0,0.2501506125,VISpor,
524267323,0.7177717935,0.8309141892004581,0.7195079371752647,88.13291633,2,ORBm,0.039071424,0.5,0.42241921250000003,AId,
525412369,0.855211712,0.7362535889241875,0.6304051977846258,57.02125222,1,RSPv,0.003195755,0.0,0.19337291,VISrl,
526783792,0.6815883543333333,0.8034890085820628,0.6853785761594741,100.0,3,ORBvl,0.027232267,0.6666666666666666,0.2695461713333333,ACAv,True
526784559,0.7243481870000001,0.7247168359897177,0.6113739649610641,82.36598929,7,VISp,0.0007806439999999999,0.0,0.12725432171428572,VISam,
528511254,0.7463377506666666,0.8071448969204219,0.6923763906240372,95.98229305,3,ACAv,0.024579352999999998,0.0,0.3637225956666667,PL,
528511967,0.7817072420000001,0.7376434473793918,0.6318283982130473,100.0,1,ECT,0.003599421,0.0,0.10992001,PL,
528741104,0.8621402491428573,0.7855653796046572,0.666055941464443,99.86822067000001,7,ACAd,0.014476456,0.0,0.43369391714285715,RSPv,
529129011,0.866199093,0.73806870745469,0.6321362641238804,98.36497069,1,RSPd,0.0066369969999999995,0.0,0.053977275,MOs,
529435133,0.7708240670000001,0.7395867689759157,0.633764131597903,99.31425157,1,ILA,0.0015304429999999998,0.0,0.237682743,PL,
531397136,0.8351005058333335,0.7656136192446423,0.635725118935637,89.52059270000002,6,VISl,0.007766423000000001,0.0,0.39730504783333337,VISa,
531443949,0.8790242840000001,0.7783909199341942,0.6725182141665236,0.0,1,RSPv,0.017279937,0.0,0.191384904,VISpor,
532005897,0.60646887725,0.7459780402216032,0.6297091559152358,100.0,4,ORBvl,0.005349279,0.75,0.26201519525,VISam,True
536920234,0.758780307,0.8582950411632722,0.7518275000864953,0.0,1,RSPd,0.13960007900000002,0.0,0.06805198400000001,VISp,
539323512,0.7716472952500001,0.7210987095211835,0.6115383971539805,2.5860093249999996,8,VISp,0.0016310379999999998,0.0,0.09582663975,SSp-bfd,
539511058,0.6433985353333332,0.7252740280255073,0.6135311450845308,0.0,12,VISp,0.00072969,0.16666666666666666,0.12360642691666666,VISpor,
543297033,0.791474071111111,0.7439146607486814,0.6305146029761755,88.85854933999998,9,VISp,0.006322057,0.0,0.12662471144444445,VISpm,
546389260,0.8711270478571429,0.867773981711324,0.7397579331643598,5.319608450999998,21,VISp,0.09366351,0.0,0.38666090880952375,VISal,
552543088,0.869994144,0.7558127601683445,0.6388933084890372,23.43400426,6,VISl,0.006922854,0.0,0.3423098048333333,VISp,
553080579,0.7066308365999999,0.74122668025086,0.6266248202316184,65.32374320000001,5,VISl,0.004090839000000001,0.0,0.299244347,RSPv,
555012592,0.9169632883333333,0.766653155855229,0.6576897034846467,100.0,3,RSPv,0.011666167,0.0,0.25730161733333334,ACAd,
560029094,0.783615342,0.7694364963355782,0.6635517121721733,77.71078148,1,VISli,0.015960015,0.0,0.079541763,VISpm,
560045081,0.8923989031999999,0.8781948666286447,0.7593978546748212,0.0,5,VISam,0.073570472,0.0,0.6587337346,VISl,
560965104,0.8279846238888888,0.8156827382543441,0.6962524351119914,88.44471463,9,VISl,0.032904926,0.0,0.2832654687777778,VISa,
561506791,0.918418368,0.878898788028037,0.7724548504660644,0.0,1,VISpm,0.060029714000000005,0.0,0.82751779,VISp,
561511939,0.8007962694999999,0.7279146386053315,0.6187732615027289,100.0,2,RSPv,0.005104231,0.0,0.113433873,ACAd,
561512675,0.8201669186666667,0.7441389278578076,0.6289992805124882,97.57896059,3,RSPv,0.006055418000000001,0.0,0.18541348866666665,SSp-tr,
561918178,0.7166275824347825,0.8456436939592729,0.7226723394056145,0.0,23,VISp,0.063352198,0.6956521739130435,0.24766602043478259,VISl,True
561986735,0.8828035872000001,0.8631033541373737,0.7458169372418816,98.31839683,5,VISam,0.048784601,0.0,0.7495164498,RSPd,
563205064,0.8482037942999998,0.8281933440200087,0.7021206158441203,3.032799306999999,20,VISp,0.041197392,0.0,0.32902075145,VISal,
563352720,0.7523353202631577,0.742721459429996,0.6228084462210943,62.69728223,19,VISp,0.004823735,0.0,0.18247525199999998,RSPv,
565146821,0.7944079815882352,0.8298473495700642,0.7092227154165169,0.0,17,VISp,0.049445047,0.11764705882352941,0.20934542252941177,VISpor,
569904687,0.726290987,0.8307591806133332,0.7247176834239778,0.0,1,RSPv,0.033391944,0.0,0.53987721,VISl,
569932566,0.7160095930000001,0.8401911842060532,0.7231801611789734,99.85545292,2,ACAv,0.044734457000000005,0.5,0.48473566,PL,
569993539,0.6903741520000001,0.8202548464547719,0.7143255982968207,0.0,1,MOs,0.031444567,1.0,0.42390831799999995,SSp-bfd,True
570071403,0.8621706943333334,0.7380860180154944,0.6252525568158923,100.0,3,RSPv,0.0028774,0.0,0.24512790133333331,ACAd,
570461017,0.800184558,0.7422091033524201,0.6299305373472036,99.51904833,2,SSp-ll,0.006715248,0.0,0.120588325,MOs,
571401645,0.8204382314285714,0.833349777776143,0.7060263162341229,97.53831516000001,7,ACAd,0.031636458,0.0,0.6546125227142857,RSPv,
571410278,0.8306562553333333,0.7818494619460168,0.6702387489739966,58.15505997,3,VISpor,0.021587425,0.0,0.14884192133333332,VISrl,
571647261,0.8726620493333334,0.8042144315609466,0.693766825565829,89.96884536,3,RSPv,0.024159335,0.0,0.370155388,ACAd,
571652998,0.7898108620000001,0.828236288521881,0.7223335912958235,90.99178004,1,MOs,0.04689546,0.0,0.18233871,VISrl,
571653937,0.874720178,0.7977651295721071,0.670907987342024,91.66123813,4,VISl,0.020645435,0.0,0.39806348974999994,RSPd,
571816813,0.7688517244999999,0.7501240782961294,0.6411154614874339,96.56263995,2,ORBl,0.00762098,0.0,0.213508545,ACAd,
572388976,0.8533886548571429,0.7448868938707921,0.6255095128141972,38.56485676,7,VISl,0.0051707640000000004,0.0,0.2269051175714286,VISp,
572390577,0.761568654,0.8432899762435164,0.7349371039023957,96.72232539,2,ORBl,0.038090963,0.0,0.6223866705,ACAd,
572753855,0.7676529276666667,0.8026207532641907,0.67555321827072,99.89237764,3,MOs,0.025780806,0.0,0.348988198,RSPv,
572771153,0.7459631865,0.7439915637476969,0.6337036040487728,100.0,4,VISrl,0.001883784,0.0,0.32746032975,MOs,
573977678,0.747318969,0.7642271858872692,0.6583148693024398,55.92648240000001,1,MOs,0.014254153,0.0,0.096808191,VISrl,
574637452,0.8053700966363636,0.7775823973392711,0.656649570821875,86.79785689000003,11,VISp,0.015745487,0.0,0.2528614306363636,VISrl,
575683857,0.7311774455,0.8302199585010384,0.7175589270001629,2.181548938,2,PL,0.018484003,0.5,1.1303724275,PERI,
591168591,0.9318093672,0.8371028609431402,0.7104446306003124,94.51496171,5,VISam,0.035589773,0.0,0.5778529832,ORBl,
591394174,0.767807466,0.7391157698053387,0.6312166022124768,0.0,2,VISa,0.001689534,0.0,0.3436911755,VISpor,
592522663,0.527092742,0.7199579583850819,0.6141059325628353,97.9405097,1,RSPv,0.00051821,1.0,0.062608743,PL,True
592724077,0.70096021,0.7215712518106289,0.615712306163846,0.0,1,RSPv,0.000909361,0.0,0.073296876,VISpl,
601804603,0.464657038,0.7538703282177738,0.647331527009123,3.366087855,2,ORBl,0.004895721,1.0,0.4387213045,VISal,True
601885751,0.8229593620000001,0.7609929350596772,0.6550369195838455,99.99591178,1,VISpor,0.007899525,0.0,0.45445420000000003,ACAd,
601904029,0.737904617,0.7624624232983731,0.656459490838264,2.17575453,1,SSp-tr,0.006494034,0.0,0.503253235,AUDv,
604100536,0.8833214996666666,0.7472017611499743,0.6281053061795125,5.587761174,6,RSPagl,0.0032912759999999997,0.0,0.36415064966666666,VISp,
605093074,0.873482167,0.7657935978454562,0.6596529850368803,0.0,1,VISpm,0.004798038,0.0,0.623737807,VISpor,
606260719,0.8919798305,0.8796145021088553,0.7728754087624434,79.74064994,2,PL,0.067847821,0.0,0.7613766475,AId,
607052300,0.578042935,0.7611633098410281,0.6258617628800042,,2,ACAv,0.0063072169999999995,1.0,0.5657115899999999,RSPagl,True
607059419,0.8706936252857141,0.8519936549631665,0.7333377773778134,100.0,7,ACAd,0.068628165,0.0,0.2991760032857143,RSPagl,
607321130,0.7585838911666668,0.7708085300228076,0.6461689885430897,100.0,6,ACAd,0.007218533,0.0,0.566756824,RSPv,
609157409,0.8693007945,0.8906841168131571,0.781196878653795,100.0,2,PL,0.24219763100000002,0.0,0.5886684744999999,ACAd,
609475867,0.8542803784999999,0.7579405551168269,0.6314340084609755,10.329886189999998,6,ACAd,0.004185036,0.0,0.5158522851666666,VISp,
613898292,0.8450074667999999,0.7804552695192941,0.6455804336223021,100.0,5,VISam,0.007724266,0.0,0.7669876586000001,ACAd,
616674416,0.7712639156666666,0.7737408131410763,0.6645671083180498,100.0,3,RSPv,0.011728322,0.0,0.3332979493333333,SSp-tr,
617898760,0.5963216362,0.7514724042431956,0.6406791235899159,99.69080685,5,ORBvl,0.006516177,1.0,0.2771753702,VISam,True
617900105,0.79335672025,0.7343157757777556,0.6170382640631908,6.032284716,4,ORBvl,0.001121443,0.0,0.25065715349999995,VISl,
617901499,0.8896949116,0.8046683213532425,0.6871389079811139,99.98137131,5,RSPagl,0.0176327,0.0,0.6475809347999999,ACAv,
623286726,0.737025118,0.789481094942456,0.678407030462869,66.38066102,3,ACAv,0.018402296999999998,0.3333333333333333,0.4417736403333333,RSPd,
623838656,0.700694057,0.7289216045513451,0.6230281428497861,95.18686279,1,RSPv,0.00265196,0.0,0.129752827,PL,
636799953,0.36619349850000005,0.728980510912082,0.6103420525946895,0.0,4,ORBl,0.0016007279999999998,0.75,0.20694995275,VISl,True
637855050,0.7356828728,0.76099688319796,0.6264444961004652,94.03371655,5,ACAd,0.006962624000000001,0.0,0.47819316139999996,VISam,
649362978,0.7938750489999999,0.804769144827122,0.6936553059460878,85.81166064,2,ACAd,0.020209146,0.0,0.4915020845,ORBvl,
651703553,0.7785044144000001,0.7414201703704789,0.6302974819510689,99.58220113,5,VISam,0.0019926370000000002,0.0,0.3518907966,ACAd,
657424207,0.824633097,0.7746814902569749,0.6630429992044433,,3,MOs,0.016042068,0.0,0.23312792933333334,SSp-bfd,
664716091,0.776571884,0.7994323836960351,0.6759181233770609,,2,RSPv,0.026786134,0.0,0.298270643,RSPd,
666090944,0.828609244,0.821004202112623,0.7149880116318588,,1,RSPv,0.029968255,0.0,0.516155405,VISpl,
868641659,0.23562621600000003,0.7431881647638064,0.6373374174349986,,1,RSPv,0.0020447770000000002,1.0,0.316007754,VISp,True
